n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,stump_vs_mean_r2_ratio,simple_rule_r2,rule_vs_mean_r2_ratio,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,LinearRegression_rank,SVR_rank,RandomForestRegressor_rank,GradientBoostingRegressor_rank,LGBMRegressor_rank,HistGradientBoostingRegressor_rank,XGBRegressor_rank,DecisionTreeRegressor_rank,MLPRegressor_rank,LGBMRegressor_vs_mean_r2_ratio,LGBMRegressor_vs_stump_r2_ratio,XGBRegressor_1pct_r2,XGBRegressor_vs_mean_r2_ratio,XGBRegressor_vs_stump_r2_ratio,RandomForestRegressor_1pct_r2,RandomForestRegressor_vs_mean_r2_ratio,RandomForestRegressor_vs_stump_r2_ratio,DecisionTreeRegressor_1pct_r2,DecisionTreeRegressor_vs_mean_r2_ratio,DecisionTreeRegressor_vs_stump_r2_ratio,HistGradientBoostingRegressor_1pct_r2,HistGradientBoostingRegressor_vs_mean_r2_ratio,HistGradientBoostingRegressor_vs_stump_r2_ratio,LinearRegression_1pct_r2,LinearRegression_vs_mean_r2_ratio,LinearRegression_vs_stump_r2_ratio,BayesianRidge_1pct_r2,BayesianRidge_vs_mean_r2_ratio,BayesianRidge_vs_stump_r2_ratio,GradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_vs_mean_r2_ratio,GradientBoostingRegressor_vs_stump_r2_ratio,MLPRegressor_vs_mean_r2_ratio,MLPRegressor_vs_stump_r2_ratio,SVR_1pct_r2,SVR_vs_mean_r2_ratio,SVR_vs_stump_r2_ratio
48,4,3.8918202981106265,1.6094379124341003,0.08333333333333333,347.0625,281.3622669449773,0.904871338059984,-0.016140589306729236,1.1547005383792515,-0.6666666666666665,1.627281199260498e-17,4.480826506039608e-17,-0.001096652661486841,0.47079705990473386,4707970599.0473385,0.5864107449011262,5864107449.011262,-0.11561368499639235,1,0,0,2,3,9,1,4,7,8,5,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5,4.532599493153256,1.791759469228055,0.05434782608695652,5.934782608695652,1.1209889638568467,-1.0753056433321095,0.831984188464364,0.012396406268367483,-0.6038653864850034,0.17754871989090887,0.5987723228954914,-0.00012500000000015277,0.26316137959781594,2631613795.9781594,0.552044804113691,5520448041.1369095,-0.288883424515875,1,0,0,1,2,3,6,7,4,5,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3,4.948759890378168,1.3862943611198906,0.02142857142857143,37.285714285714285,20.321095904884416,0.2728371311967839,-0.9344514724271766,-0.5925990704616373,-1.4999999999999998,0.2974258974442023,0.4502503456739114,-0.026174937398480758,0.0641467805383652,641467805.383652,-0.007873357858514618,-78733578.58514617,0.07202013839687982,1,1,0,7,9,8,1,3,5,4,2,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2,6.476972362889683,1.0986122886681098,0.0030816640986132513,4.3929121725731894,6.292658108041898,2.475085544744504,7.937456758056042,0.0,-2.0,,,-0.0039608603639313955,0.4366346027277429,4366346027.277429,0.40015825887320944,4001582588.7320943,0.036476343854533466,1,1,0,8,9,10,1,4,2,3,5,6,7,-445306379.47285175,-0.10198604890472138,0.4445483684539795,4445483684.539795,1.0181244584758005,0.4322581860511614,4322581860.511614,0.9899769357507601,0.44452385093932645,4445238509.393265,1.018068307372567,-0.04453063794728518,-445306379.47285175,-0.10198604890472138,0.22365176891484806,2236517689.1484804,0.5122172350007331,0.254141754101595,2541417541.01595,0.5820467560608369,0.4445298104811507,4445298104.811507,1.018081956180488,2221237820.8405867,0.508717771556371,0.05080540243941767,508054024.39417666,0.11635679380888792
137,7,4.927253685157205,2.0794415416798357,0.051094890510948905,121.62773722627738,157.2396936986393,3.0922493919645353,12.554435052335036,1.272467751455141,0.602178506731192,0.09228318067296697,0.41762388293821406,-0.0025618362715651433,0.04406583288079724,440658328.8079724,0.18745788372017647,1874578837.2017646,-0.14339205083937923,1,1,0,2,1,6,5,7,3,4,9,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,10,4.110873864173311,2.3978952727983707,0.16666666666666666,2.45,1.4425093876066573,1.3158720530037926,2.2206136350404613,0.5102431876830849,-1.2043628165668439,0.17600340286594265,0.9118569097197189,-0.03193499622071028,0.10448170063554707,1044817006.3554707,0.35384177811950546,3538417781.1950545,-0.2493600774839584,1,0,0,5,2,8,4,3,6,7,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3,6.150602768446279,1.3862943611198906,0.00641025641025641,9.099893162393162,5.293247289606598,0.62855031731132,-0.06680293714492969,0.7024974478725224,-1.5,0.33240714834419066,0.9972214450325713,-0.08057462386365866,0.3977825330033441,3977825330.0334406,-0.02005096204608514,-200509620.4608514,0.41783349504942924,1,1,0,10,9,7,1,5,4,3,2,6,8,-1754400683.6442282,-0.44104517873073107,-0.05315726804738441,-531572680.47384405,-0.13363399253867572,-0.29797061769651445,-2979706176.965144,-0.749079190196643,-0.03875197976929545,-387519797.69295454,-0.09742001358558816,-0.17544006836442283,-1754400683.6442282,-0.44104517873073107,-0.9272519380926925,-9272519380.926924,-2.3310524247802937,-0.7782559702847327,-7782559702.847326,-1.956486033734895,-0.020414177326111727,-204141773.26111725,-0.05131994402061919,-2742178473.4739084,-0.6893662355583762,-0.10174079380179712,-1017407938.0179712,-0.2557698877163664
159,9,5.075173815233827,2.302585092994046,0.05660377358490566,0.33962264150943394,0.750933914797449,2.6499623961048604,7.5509673757779865,0.8987785497978786,-0.5638854165752196,0.1393572081198669,0.3703031243368195,-0.012801714715307222,0.06293325918887394,629332591.8887393,0.05204758067805282,520475806.7805282,0.010885678510821117,1,1,0,4,2,8,1,3,5,7,6,9,10,-2919708.0292009404,-0.004639372037666722,0.2555873394012451,2555873394.012451,4.061244287923845,0.2519554744525546,2519554744.525546,4.003534501469109,-0.07299270072992714,-729927007.2992713,-1.1598430094151493,-0.00029197080292009403,-2919708.0292009404,-0.004639372037666722,-0.7299270072992636,-7299270072.992636,-11.59843009415137,-0.7299866040375886,-7299866040.375886,-11.599377077337893,0.19544298483934608,1954429848.3934608,3.105559561960502,-7142255251.024463,-11.34893590937231,-0.1454519103801084,-1454519103.801084,-2.3112089260081268
315,13,5.755742213586912,2.6390573296152584,0.04126984126984127,602.7904761904762,208.5636302086368,1.3076900419642823,3.9365549614357294,0.7778051036715143,1.202754828907901,0.15491425608809936,0.8718415042733069,-0.001701751454408873,-0.006788802730575361,-67888027.3057536,0.0346156669373644,346156669.37364393,-0.04140446966793976,1,1,0,2,1,3,4,6,7,5,8,9,10,-108853597.28794119,-108853597.28794119,-0.8994482755661011,-8994482755.66101,-8994482755.66101,-0.21164254432561647,-2116425443.2561646,-2116425443.2561646,-1.4383351709685979,-14383351709.685978,-14383351709.685978,-0.01088535972879412,-108853597.28794119,-108853597.28794119,-2.226989658788001,-22269896587.880013,-22269896587.880013,-0.23284040475301437,-2328404047.5301437,-2328404047.5301437,-0.5627641718019878,-5627641718.019877,-5627641718.019877,-62529229638.28357,-62529229638.28357,-0.029534368780807174,-295343687.80807173,-295343687.80807173
559,4,6.327936783729195,1.6094379124341003,0.007155635062611807,2.8336314847942754,21.194285173641042,9.283732187793987,90.51355595477804,0.8191419743791885,-0.9961392801169104,0.14922198431258307,0.4432034056160949,-0.007295772276478818,0.3157629568431424,3157629568.4314237,0.04410999680523664,441099968.0523664,0.27165296003790573,1,1,0,9,8,7,1,2,4,5,6,3,10,-296842.91650733387,-9.400815075809947e-05,0.3940228819847107,3940228819.847107,1.2478439077337515,0.16663837856892982,1666383785.6892982,0.5277325124989525,0.39402229101880293,3940222910.1880293,1.2478420361845561,-2.9684291650733385e-05,-296842.91650733387,-9.400815075809947e-05,-14.634187198120825,-146341871981.20825,-46.345484424224175,-14.811370255085187,-148113702550.85187,-46.906611222426726,0.14350734546638766,1435073454.6638765,0.45447808983393834,-196255978362.2554,-62.152945464007374,-0.015745867613275122,-157458676.13275123,-0.049866101365072406
26,7,3.295836866004329,2.0794415416798357,0.2692307692307692,412099.3076923077,109433.56524280603,-0.2757908352516952,-0.7841513814119243,0.51775355023154,-0.9593492074736387,0.3468395007798143,0.9985796536866317,-0.5099648798164185,-0.49737449038927695,-4973744903.892769,-0.14448277334183257,-1444827733.4183257,-0.3528917170474444,1,0,0,5,2,3,1,4,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,18,7.57353126274595,2.9444389791664403,0.009254498714652956,0.8210796915167096,0.9446740797982013,0.3627577040837729,-1.78093581779087,3.8788813714344546,13.05060216327307,0.12929844837107246,0.4777482408237041,-0.00037229933420190875,0.26562135808838205,2656213580.8838205,0.638793251538144,6387932515.38144,-0.373171893449762,0,1,0,7,6,10,3,8,1,5,2,4,9,-654597445.0464742,-0.24644006406618305,0.22989946603775024,2298994660.3775024,0.8655157389913434,0.23619561200248307,2361956120.024831,0.8892192017326108,-0.7479972570953155,-7479972570.953155,-2.8160282835630603,-0.06545974450464742,-654597445.0464742,-0.24644006406618305,-2.630095023208106,-26300950232.08106,-9.901669964103474,0.019669757385999964,196697573.85999963,0.07405186664038932,-0.5902110415534154,-5902110415.534154,-2.2220014452189885,-2962685650946.301,-1115.3793024281224,-0.0988004152861841,-988004152.8618411,-0.37195960444306425
