n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,stump_vs_mean_r2_ratio,simple_rule_r2,rule_vs_mean_r2_ratio,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,LinearRegression_rank,SVR_rank,RandomForestRegressor_rank,GradientBoostingRegressor_rank,LGBMRegressor_rank,HistGradientBoostingRegressor_rank,XGBRegressor_rank,DecisionTreeRegressor_rank,MLPRegressor_rank,LGBMRegressor_1pct_r2,LGBMRegressor_vs_mean_r2_ratio,LGBMRegressor_vs_stump_r2_ratio,XGBRegressor_1pct_r2,XGBRegressor_vs_mean_r2_ratio,XGBRegressor_vs_stump_r2_ratio,RandomForestRegressor_1pct_r2,RandomForestRegressor_vs_mean_r2_ratio,RandomForestRegressor_vs_stump_r2_ratio,DecisionTreeRegressor_1pct_r2,DecisionTreeRegressor_vs_mean_r2_ratio,DecisionTreeRegressor_vs_stump_r2_ratio,HistGradientBoostingRegressor_1pct_r2,HistGradientBoostingRegressor_vs_mean_r2_ratio,HistGradientBoostingRegressor_vs_stump_r2_ratio,LinearRegression_1pct_r2,LinearRegression_vs_mean_r2_ratio,LinearRegression_vs_stump_r2_ratio,BayesianRidge_1pct_r2,BayesianRidge_vs_mean_r2_ratio,BayesianRidge_vs_stump_r2_ratio,GradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_vs_mean_r2_ratio,GradientBoostingRegressor_vs_stump_r2_ratio,MLPRegressor_1pct_r2,MLPRegressor_vs_mean_r2_ratio,MLPRegressor_vs_stump_r2_ratio,SVR_1pct_r2,SVR_vs_mean_r2_ratio,SVR_vs_stump_r2_ratio
418,19,6.037870919922137,2.995732273553991,0.045454545454545456,0.8301435406698564,0.9557853518542164,0.344177130352537,-1.8139737280082764,2.6766997294558257,6.933412740295999,0.15097128992847034,0.5520799215143225,-0.009757725791328387,0.22712020447948,2271202044.7948,0.5005664103015524,5005664103.015523,-0.27344620582207235,1,1,0,7,8,9,4,1,2,5,3,10,6,-0.01139966273187154,-113996627.3187154,-0.05019220002023855,-0.9286772012710571,-9286772012.710571,-4.088923763517314,-0.243355251264755,-2433552512.6475496,-1.0714821775653245,-0.9293086003372675,-9293086003.372675,-4.091703785081918,-0.01139966273187154,-113996627.3187154,-0.05019220002023855,-0.7746469146640227,-7746469146.640226,-3.4107353700186147,-0.09914809370784594,-991480937.0784594,-0.4365445775072109,-0.9292557757110178,-9292557757.110178,-4.091471200638932,-0.23491026506680468,-2349102650.668047,-1.0342992848442443,0.19940909828283082,1994090982.828308,0.8779892512858632
132,3,4.890349128221754,1.3862943611198906,0.022727272727272728,84.21969696969697,72.3791242302292,1.5477209856948089,1.8889525428256224,0.49160876890992666,-1.5,0.3567813541565827,0.65695857901455,-0.046580652882256546,0.5017312955238906,5017312955.238906,0.62951448971752,6295144897.1751995,-0.12778319419362938,1,1,0,7,8,9,3,2,6,5,1,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,14,4.219507705176107,2.70805020110221,0.208955223880597,43341.20895522388,74833.26272485107,2.9248891423621606,8.833217892679823,3.098070065494942,8.063510013665582,0.5636046911945339,0.9969344350865289,-0.11579965491919486,0.5898752282069006,5898752282.069006,1.0,10000000000.0,-0.41012477179309936,1,0,0,8,1,9,3,2,7,6,4,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,13,6.2285110035911835,2.6390573296152584,0.025691699604743084,22.532806324110677,9.197104087379818,1.104810822864635,1.4686287722747462,1.571115589804595,3.6040724686204166,0.3514511018123758,0.7692301132258277,-0.03469753992352409,0.415876711948333,4158767119.48333,0.6884726255119309,6884726255.119308,-0.2725959135635979,1,1,0,8,7,9,3,1,5,4,2,6,10,-0.000445053486552327,-4450534.86552327,-0.0010701572696083517,-0.21825756554971432,-2182575655.4971433,-0.5248131460095554,0.5923490753173124,5923490753.173123,1.4243381711426624,0.5617019113281226,5617019113.281226,1.350645263824983,-0.0004450536730098431,-4450536.730098431,-0.0010701577179564096,-1.0838836208101221,-10838836208.101221,-2.606261879229198,-1.083882715351125,-10838827153.51125,-2.6062597019998144,0.6309525053327638,6309525053.327638,1.5171623878067764,-1.4787908580281766,-14787908580.281765,-3.5558395446097886,0.048535846001838245,485358460.01838243,0.11670729475197968
559,4,6.327936783729195,1.6094379124341003,0.007155635062611807,0.8640429338103757,6.242654071943493,9.856939544679348,101.58831869278909,0.78683527362651,-1.0324722772350343,0.14922198431258302,0.44320340561609495,-0.008292752678203508,0.5484263080037204,5484263080.037204,0.07817746592650221,781774659.265022,0.4702488420772182,1,1,0,10,7,8,1,2,5,4,6,3,9,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.027017831802368164,-270178318.02368164,-0.04926428839767636,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-0.02701805677211966,-270180567.7211966,-0.04926469860730382,-50.41793697754688,-504179369775.4688,-91.93201755960412,-0.02701805677211966,-270180567.7211966,-0.04926469860730382
534,10,6.282266746896006,2.3978952727983707,0.018726591760299626,9.024063670411985,5.139096854140682,1.6925141194308615,4.933935997057893,0.8318830984799254,-0.8839650971911306,0.10226119298046413,0.977961246068216,-0.00576530023835109,0.18316152930904628,1831615293.0904627,0.301667092792434,3016670927.92434,-0.1185055634833877,1,1,0,3,2,1,8,7,5,4,9,10,6,-0.004051194312908679,-40511943.12908679,-0.022118150728437886,-0.36109957679886207,-3610995767.9886208,-1.9714815559853893,-0.1238225058089728,-1238225058.089728,-0.6760290017018178,-0.5002826120814416,-5002826120.814416,-2.731373853279641,-0.004051194499587796,-40511944.99587796,-0.022118151747642725,-4.508888881235193,-45088888812.35193,-24.617008267207673,-0.003945491015999281,-39454910.15999281,-0.021541046478936635,-0.4643815976935104,-4643815976.935103,-2.535366457385081,-0.09944959907033546,-994495990.7033546,-0.5429611744644004,-0.0196668434910503,-196668434.910503,-0.10737431361946465
100,3,4.61512051684126,1.3862943611198906,0.03,3659.03,9560.72295716895,4.061735313792941,17.158490019969495,0.29479962014482863,-1.4999999999999996,1.4662214482576063e-16,2.929969119099701e-16,-0.025800364835897538,0.10032217578910119,1003221757.8910118,0.14502131390033257,1450213139.0033257,-0.044699138111231385,1,1,0,8,7,9,3,2,5,6,1,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,4,6.327936783729195,1.6094379124341003,0.007155635062611807,5.9087656529517,49.289037565171604,10.081824148185571,106.11784469860777,0.7441417978080747,-1.079877231938835,0.14897167973104325,0.44320340561609495,-0.008528169640376504,0.30528243714308967,3052824371.4308968,0.07290465233410359,729046523.3410358,0.23237778480898608,1,1,0,9,7,10,1,2,5,4,6,3,8,-0.022475987856162005,-224759878.56162006,-0.07362358629765273,-0.02352309226989746,-235230922.6989746,-0.07705353930619957,-0.022524122199463648,-225241221.99463648,-0.07378125780916218,-0.02389004749670698,-238900474.96706977,-0.07825555809982418,-0.022475987856162005,-224759878.56162006,-0.07362358629765273,0.003434291024110303,34342910.24110303,0.011249553221106552,-3.161768940868246,-31617689408.682457,-10.356864844426951,-0.023879087924649767,-238790879.24649766,-0.078219658320722,-0.9709632211144328,-9709632211.144327,-3.1805407156761207,-0.02338097684767959,-233809768.4767959,-0.07658801818566666
506,19,6.2285110035911835,2.995732273553991,0.037549407114624504,12.653063241106722,7.141061511348571,0.9037707431346133,0.476544755729746,3.931010039820929,13.660291276059517,0.3110639203032772,0.9984758637837808,-0.011569391329542711,0.48154817905449565,4815481790.544956,0.7401747500296665,7401747500.296664,-0.25862657097517083,1,1,1,7,6,10,3,8,1,5,2,4,9,-0.23043299031202769,-2304329903.120277,-0.4785253071966245,0.02963481113278099,296348111.32780993,0.061540698151881686,0.44969414313738043,4496941431.373804,0.933850781079352,-0.6910456243402561,-6910456243.40256,-1.4350498130781055,-0.2304329665873368,-2304329665.873368,-0.4785252579290914,-1.0643729477447144,-10643729477.447144,-2.210314552189931,-1.064372736671526,-10643727366.715261,-2.2103141138678746,-0.005937688345326153,-59376883.45326153,-0.01233041386842042,-1.5057196324726112,-15057196324.726112,-3.1268307055569045,0.07471740891079426,747174089.1079426,0.15516081704949958
576,11,6.3578422665081,2.4849066497880004,0.019097222222222224,15.074652777777779,0.8228158762345164,-0.04038412601221919,0.05470823542821002,0.6897375879636066,-0.18753945208938427,0.04449842847007569,1.0,-0.0016226999292940913,-0.0038904890229851663,-38904890.22985166,0.03656851746288792,365685174.62887913,-0.040459006485873084,1,1,0,8,7,6,1,4,2,3,5,9,10,-0.13772492873801445,-1377249287.3801444,-1377249287.3801444,-0.7176059807749706,-7176059807.749706,-7176059807.749706,-0.37014879243327226,-3701487924.332722,-3701487924.332722,-1.2146151852811604,-12146151852.811604,-12146151852.811604,-0.13772492873801445,-1377249287.3801444,-1377249287.3801444,-10.197032926144464,-101970329261.44464,-101970329261.44464,-0.9981446035415926,-9981446035.415926,-9981446035.415926,-0.8238394503184379,-8238394503.184379,-8238394503.184379,-21.73941766520094,-217394176652.0094,-217394176652.0094,-0.2422607597398927,-2422607597.3989267,-2422607597.3989267
108,3,4.6913478822291435,1.3862943611198906,0.027777777777777776,28.88888888888889,6.498502103947923,0.5930679994274106,-0.19764706619867223,0.5034731672884787,-1.5,0.31190565490861016,0.7125253031944251,-0.003442340791738552,0.468468494447989,4684684944.47989,0.4312854196792456,4312854196.792456,0.037183074768743385,1,1,0,7,6,9,2,4,1,3,5,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6,4.343805421853684,1.9459101490553132,0.07894736842105263,1.1842105263157894,0.6891642535862207,0.8668494706648489,0.22039987928172655,0.5311225290555668,-0.9436274398749092,0.15648558128193912,0.2945764323998213,-0.00020519695998877374,0.044739523304417106,447395233.04417104,0.23389762223601163,2338976222.360116,-0.18915809893159452,1,0,0,7,8,5,1,3,10,9,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3,6.111467339502679,1.3862943611198906,0.006666666666666667,830.7911111111111,3163.6544705181536,4.99917119201903,25.62101761610387,-0.7071067811865475,-1.5000000000000002,8.746076476608605e-17,1.2044746431495667e-16,-0.0005842652462548781,0.0529448499007914,529448499.007914,0.01870180046624459,187018004.66244587,0.03424304943454681,1,1,0,8,7,10,3,1,4,5,2,6,9,-0.07349898619721063,-734989861.9721062,-1.3882178594317252,-0.07388198375701904,-738819837.5701904,-1.3954517558451833,-0.0735026563682526,-735026563.6825259,-1.3882871800747876,-0.0748051038740718,-748051038.740718,-1.4128872593697472,-0.07349898619721063,-734989861.9721062,-1.3882178594317252,-0.0736203259723387,-736203259.7233869,-1.3905096739397544,-0.07349898394606047,-734989839.4606047,-1.3882178169129502,-0.07394815259333898,-739481525.9333898,-1.396701524924592,-0.0735930594565899,-735930594.5658989,-1.3899946754875936,-0.07479892872816785,-747989287.2816784,-1.4127706258177488
475,3,6.16541785423142,1.3862943611198906,0.00631578947368421,839.4568421052631,3114.801853443271,4.877689645785748,24.048015363228828,-0.7071067811865475,-1.5000000000000002,5.970280645006843e-17,8.267830372463831e-17,-0.029402364223483968,0.026467738956146403,264677389.561464,-0.014229283383569102,-142292833.835691,0.040697022339715505,1,1,0,8,7,10,2,4,5,6,1,3,9,-0.0997188470921071,-997188470.9210709,-3.767561983943103,-0.10222184658050537,-1022218465.8050537,-3.8621299216330365,-0.10175495872785878,-1017549587.2785878,-3.8444900373414406,-0.10227559306832346,-1022755930.6832346,-3.8641605630832614,-0.0997188470921071,-997188470.9210709,-3.767561983943103,-0.09567179405481219,-956717940.5481218,-3.614656855023691,-0.09747115769513526,-974711576.9513526,-3.6826401324507647,-0.10221365282094963,-1022136528.2094963,-3.8618203462828595,-0.09901781219327188,-990178121.9327188,-3.741075592340226,-0.10234489181067641,-1023448918.1067641,-3.8667787973974117
475,3,6.16541785423142,1.3862943611198906,0.00631578947368421,838.9073684210526,3187.36769028756,4.884568115208215,23.92386838716113,-0.7071067811865475,-1.5000000000000002,5.970280645006843e-17,8.267830372463831e-17,-0.022833019996219894,0.0387934770160272,387934770.160272,-0.006224542554386536,-62245425.54386536,0.045018019570413736,1,1,0,8,7,10,2,3,5,6,1,4,9,-0.0857674576802625,-857674576.8026251,-2.2108731744985994,-0.09134542942047119,-913454294.2047119,-2.354659505842505,-0.0909645572734048,-909645572.734048,-2.344841562817985,-0.09134510831585163,-913451083.1585163,-2.354651228558687,-0.0857674576802625,-857674576.8026251,-2.2108731744985994,-0.09770550851681548,-977055085.1681547,-2.5186066326678906,-0.08959349448956644,-895934944.8956643,-2.3094989513972064,-0.09134488964043519,-913448896.4043518,-2.3546455916466784,-0.09342948116632566,-934294811.6632565,-2.4083812112981273,-0.09398830820019688,-939883082.0019687,-2.4227863916752397
209,7,5.3471075307174685,2.0794415416798357,0.03349282296650718,99.33014354066985,154.75710217478547,4.273072105948175,22.513998391517713,2.0395277320679708,2.16296038736522,0.33977619745324106,0.7581573478037231,-0.05831960735005692,0.42188598197852933,4218859819.785293,0.8074735850810286,8074735850.810286,-0.3855876031024993,1,1,0,7,6,10,3,8,1,5,2,4,9,-0.06370556421294005,-637055642.1294005,-0.15100185105506103,0.36985144919334556,3698514491.9334555,0.876662095902888,0.2616167955050789,2616167955.050789,0.620112558085405,0.2735303762170157,2735303762.170157,0.6483514217140692,-0.06370556421294005,-637055642.1294005,-0.15100185105506103,0.6398197490179541,6398197490.179541,1.5165702970678838,0.6497508009651007,6497508009.651007,1.5401099555807662,0.3440674381075086,3440674381.075086,0.8155460309297949,0.046582801542418895,465828015.4241889,0.11041561827666886,-0.15779909660770453,-1577990966.0770452,-0.37403256649502814
528,21,6.270988431858299,3.091042453358316,0.03977272727272727,99.55250946969697,764.6161472735441,14.652055060367804,223.83678576900394,2.495197104176257,4.710904000988357,0.22909328730910766,0.8753055834926825,-0.28901248710916394,-5.686781972616103,-56867819726.161026,-5.6596196781225,-56596196781.22499,-0.02716229449360341,0,1,0,3,5,1,8,9,7,6,4,10,2,-0.08602133875631623,-860213387.5631623,-860213387.5631623,-0.100411805143098,-1004118051.43098,-1004118051.43098,-0.06369951013332331,-636995101.3332331,-636995101.3332331,-0.11099705917877234,-1109970591.7877233,-1109970591.7877233,-0.08602133777888143,-860213377.7888143,-860213377.7888143,-0.19263497795790196,-1926349779.5790195,-1926349779.5790195,-0.036864133742219085,-368641337.42219085,-368641337.42219085,-0.053339659619366486,-533396596.19366485,-533396596.19366485,-0.09216802281712688,-921680228.1712688,-921680228.1712688,-0.12348277928934781,-1234827792.8934782,-1234827792.8934782
316,11,5.75890177387728,2.4849066497880004,0.03481012658227848,17.38069620253164,21.442941062702317,1.4487776523550522,1.275046468523823,0.7745314960690238,-0.3671879836471179,0.21789263690211177,0.8696294470714282,-0.0877533018931107,0.2181357649774751,2181357649.774751,0.21835785871650648,2183578587.165065,-0.00022209373903137042,1,1,0,6,7,5,1,8,3,4,9,10,2,-0.0611483654750713,-611483654.750713,-0.28032251144779274,0.37932983810221976,3793298381.0221977,1.738962146539288,0.4280386176254324,4280386176.2543235,1.9622578519832914,0.02301016317515181,230101631.7515181,0.10548551347152017,-0.06114837034419862,-611483703.4419862,-0.2803225337693379,-45.30762505797025,-453076250579.70245,-207.70378971393689,0.08127573719539527,812757371.9539527,0.37259244124313073,0.48787141853018945,4878714185.301894,2.236549419489131,0.44664507621368477,4466450762.1368475,2.0475554582248616,0.047537090799695814,475370907.99695814,0.21792433168675726
