n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,stump_vs_mean_r2_ratio,simple_rule_r2,rule_vs_mean_r2_ratio,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,LinearRegression_rank,SVR_rank,RandomForestRegressor_rank,GradientBoostingRegressor_rank,LGBMRegressor_rank,HistGradientBoostingRegressor_rank,XGBRegressor_rank,DecisionTreeRegressor_rank,MLPRegressor_rank,LGBMRegressor_1pct_r2,LGBMRegressor_vs_mean_r2_ratio,LGBMRegressor_vs_stump_r2_ratio,XGBRegressor_1pct_r2,XGBRegressor_vs_mean_r2_ratio,XGBRegressor_vs_stump_r2_ratio,RandomForestRegressor_1pct_r2,RandomForestRegressor_vs_mean_r2_ratio,RandomForestRegressor_vs_stump_r2_ratio,DecisionTreeRegressor_1pct_r2,DecisionTreeRegressor_vs_mean_r2_ratio,DecisionTreeRegressor_vs_stump_r2_ratio,HistGradientBoostingRegressor_1pct_r2,HistGradientBoostingRegressor_vs_mean_r2_ratio,HistGradientBoostingRegressor_vs_stump_r2_ratio,LinearRegression_1pct_r2,LinearRegression_vs_mean_r2_ratio,LinearRegression_vs_stump_r2_ratio,BayesianRidge_1pct_r2,BayesianRidge_vs_mean_r2_ratio,BayesianRidge_vs_stump_r2_ratio,GradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_vs_mean_r2_ratio,GradientBoostingRegressor_vs_stump_r2_ratio,MLPRegressor_1pct_r2,MLPRegressor_vs_mean_r2_ratio,MLPRegressor_vs_stump_r2_ratio,SVR_1pct_r2,SVR_vs_mean_r2_ratio,SVR_vs_stump_r2_ratio
140,3,4.948759890378168,1.3862943611198906,0.02142857142857143,37.285714285714285,20.394062372702134,0.2728371311967839,-0.9344514724271766,0.6568124250611409,-1.4999999999999996,0.2974258974442021,0.45025034567391126,-0.026174937398480758,0.0641467805383652,641467805.383652,-0.007873357858514618,-78733578.58514617,0.07202013839687982,1,1,0,7,9,8,1,3,5,4,2,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2,6.476972362889683,1.0986122886681098,0.0030816640986132513,4.3929121725731894,6.297511682313847,2.475085544744504,7.937456758056042,0.0,-2.0,,,-0.0039608603639313955,0.4366346027277429,4366346027.277429,0.40015825887320944,4001582588.7320943,0.036476343854533466,1,1,0,8,9,10,1,4,2,3,5,6,7,-0.2435239134157574,-2435239134.157574,-0.5577293047651635,0.10072439908981323,1007243990.8981323,0.23068350162943557,0.23406723776176297,2340672377.6176295,0.5360712053041572,0.10061244881090281,1006124488.1090281,0.23042710811822265,-0.2435239134157574,-2435239134.157574,-0.5577293047651635,0.37401844242541626,3740184424.2541623,0.8565936828846109,0.36957022960987884,3695702296.0987883,0.8464061879225796,0.10064185698278572,1006418569.8278571,0.2304944600223072,0.3629575251663635,3629575251.663635,0.8312614779014212,-0.07287832405680161,-728783240.568016,-0.16690918127312007
137,7,4.927253685157205,2.0794415416798357,0.051094890510948905,121.62773722627738,157.81672203667463,3.0922493919645353,12.554435052335036,0.6972763797314008,-0.37372779770595477,0.09228318067296695,0.41762388293821406,-0.0025618362715651433,0.04406583288079724,440658328.8079724,0.18745788372017602,1874578837.20176,-0.14339205083937878,1,1,0,2,1,6,5,7,3,4,9,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,10,4.110873864173311,2.3978952727983707,0.16666666666666666,2.45,1.454682678426898,1.3158720530037926,2.2206136350404613,2.2322207663255966,3.710719480759747,0.17600340286594265,0.9118569097197187,-0.03193499622071028,0.10448170063554707,1044817006.3554707,0.353841778119506,3538417781.19506,-0.24936007748395894,1,0,0,4,3,8,5,2,6,7,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3,6.150602768446279,1.3862943611198906,0.00641025641025641,9.099893162393162,5.2989115472889035,0.62855031731132,-0.06680293714492969,0.7071067811865478,-1.4999999999999996,0.33240714834419055,0.9972214450325714,-0.08057462386365866,0.3977825330033441,3977825330.0334406,-0.02005096204608514,-200509620.4608514,0.41783349504942924,1,1,0,10,9,7,1,5,4,3,2,6,8,-0.3856619936536949,-3856619936.536949,-0.9695297346061515,-0.4813906976757809,-4813906976.757809,-1.2101856108189997,-0.2655925713152292,-2655925713.152292,-0.6676828399425884,-0.5644984308377232,-5644984308.377232,-1.4191131686342235,-0.3856619936536949,-3856619936.536949,-0.9695297346061515,-0.7708064207416463,-7708064207.416463,-1.9377583397689466,-0.3857020008782508,-3857020008.782508,-0.9696303102253317,-0.2278990843299633,-2278990843.299633,-0.5729238099251769,-0.639547724548623,-6395477245.486229,-1.6077823219634593,-0.3438841808043458,-3438841808.043458,-0.864502969016628
159,9,5.075173815233827,2.302585092994046,0.05660377358490566,0.33962264150943394,0.7533065397135862,2.6499623961048604,7.5509673757779865,0.5163110571881334,-1.3113022643677106,0.13935720811986688,0.3703031243368193,-0.012801714715307222,0.06293325918887394,629332591.8887393,0.05204758067805304,520475806.7805304,0.010885678510820895,1,1,0,4,1,8,2,3,5,7,6,10,9,-0.014306569343065956,-143065693.43065956,-0.22732922984537302,-0.013293981552124023,-132939815.52124023,-0.21123936251619216,0.08067956204379556,806795620.4379556,1.2819860767366553,-0.051094890510949176,-510948905.10949177,-0.8118901065906073,-0.014306569343065956,-143065693.43065956,-0.22732922984537302,-0.8979659397045681,-8979659397.045681,-14.268543394671681,0.0018275540361343268,18275540.36134327,0.029039558092002055,0.06824091081976102,682409108.1976103,1.0843377841747854,-0.18519400824365784,-1851940082.4365783,-2.942704869103594,0.06399183435553446,639918343.5553446,1.016820599795786
315,13,5.755742213586912,2.6390573296152584,0.04126984126984127,602.7904761904762,208.89547390330995,1.3076900419642823,3.9365549614357294,1.4223561131935345,0.5830985653781844,0.1549142560880994,0.871841504273307,-0.001701751454408873,-0.006788802730575361,-67888027.3057536,0.03461566693736429,346156669.37364286,-0.04140446966793965,1,1,0,2,1,3,4,6,7,5,8,9,10,-0.3441376322641827,-3441376322.641827,-3441376322.641827,-1.387923240661621,-13879232406.61621,-13879232406.61621,-1.0610989917865905,-10610989917.865904,-10610989917.865904,-2.3859302481798603,-23859302481.798603,-23859302481.798603,-0.3441376322641827,-3441376322.641827,-3441376322.641827,-2.287697362619379,-22876973626.19379,-22876973626.19379,-0.3441587138268032,-3441587138.2680316,-3441587138.2680316,-1.6093479304483278,-16093479304.483278,-16093479304.483278,-7.719050999452222,-77190509994.52222,-77190509994.52222,-0.3885249506690327,-3885249506.6903267,-3885249506.6903267
559,4,6.327936783729195,1.6094379124341003,0.007155635062611807,2.8336314847942754,21.213267967570513,9.283732187793987,90.51355595477804,0.78683527362651,-1.0324722772350343,0.14922198431258302,0.44320340561609495,-0.007295772276478818,0.3157629568431424,3157629568.4314237,0.0441099968052312,441099968.05231196,0.2716529600379112,1,1,0,9,8,7,1,2,4,5,6,3,10,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003884315490723,-270038843.1549072,-0.08551948140295984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-0.027003902048015282,-270039020.4801528,-0.08551953756066984,-2.348080858930402,-23480808589.304016,-7.436213805461762,-0.027003902048015282,-270039020.4801528,-0.08551953756066984
26,7,3.295836866004329,2.0794415416798357,0.2692307692307692,412099.3076923077,111600.77692301941,-0.2757908352516952,-0.7841513814119243,1.8423151012083936,1.7367065348784667,0.3468395007798143,0.9985796536866318,-0.5099648798164185,-0.49737449038927695,-4973744903.892769,-0.14448277334183324,-1444827733.4183323,-0.3528917170474437,1,0,0,4,1,3,2,8,5,6,7,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,5,5.099866427824199,1.791759469228055,0.03067484662576687,2.5092024539877302,3.963363234101316,2.02672020394057,4.16950197046217,-0.6524233657442438,-1.1590795492151076,0.4793982892185472,0.8751677834939002,-0.0009582596357760043,0.3536051585889023,3536051585.889023,0.26761055431171077,2676105543.1171074,0.08599460427719152,1,1,0,8,5,6,3,9,2,1,4,10,7,-0.04303962490708457,-430396249.0708457,-0.12171662053471906,0.018328428268432617,183284282.68432617,0.051833034171713144,0.21826774543999072,2182677454.399907,0.6172640306239043,0.20009720395677277,2000972039.5677276,0.5658775023398449,-0.04303962490708457,-430396249.0708457,-0.12171662053471906,-0.9482716467100278,-9482716467.100279,-2.6817245836972607,-0.032965128626747164,-329651286.2674716,-0.09322581366826745,0.18000707568548568,1800070756.8548567,0.5090623575850036,0.20888521833747475,2088852183.3747475,0.5907301216165869,-0.0031522923489113452,-31522923.48911345,-0.008914723873064781
120,19,4.795790545596741,2.995732273553991,0.15833333333333333,4.408333333333333,9.853119484987186,2.7945907941885335,7.35912001685414,-1.2378897059140581,1.2563547397477075,0.09378597979789426,0.4999999999999999,-0.2259756681144207,-0.5453843820264819,-5453843820.264818,-0.2941914800311589,-2941914800.3115892,-0.25119290199532296,1,1,0,7,6,10,3,8,1,5,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2,4.61512051684126,1.0986122886681098,0.02,5.56,3.96785059998967,0.10821947412035371,-1.863907537219983,3.465952838248555e-16,-1.9999999999999998,0.1741655951433522,0.1741655951433522,-0.0011170064227874477,0.9536457038795135,9536457038.795135,0.9516582216342789,9516582216.342789,0.0019874822452345953,1,1,1,8,7,9,2,6,1,3,4,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
