<<<<<<< HEAD
n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,simple_rule_r2,LGBMRegressor_1pct_r2,XGBRegressor_1pct_r2,RandomForestRegressor_1pct_r2,DecisionTreeRegressor_1pct_r2,HistGradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_1pct_r2,MLPRegressor_1pct_r2,BayesianRidge_1pct_r2,LinearRegression_1pct_r2,SVR_1pct_r2,TabPFNRegressor_1pct_r2,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,TabPFNRegressor_rank,LinearRegression_rank,RandomForestRegressor_rank,MLPRegressor_rank,SVR_rank,XGBRegressor_rank,LGBMRegressor_rank,HistGradientBoostingRegressor_rank,GradientBoostingRegressor_rank,DecisionTreeRegressor_rank
303,13,5.717027701406222,2.6390573296152584,0.0429042904290429,0.9372937293729373,1.2265067259116655,1.0532483070030871,-0.15621171477513585,1.5012134262297256,2.0439774532029134,0.15588571022325548,0.577536816729141,-0.00048116152600097273,0.217393691676119,0.5197885991961346,-0.039873786407766953,-0.00402224063873291,0.37663895631067956,-0.0307443365695792,-0.039873786407766953,0.01942941804154641,0.21695934705094688,0.38847307400886344,-0.8380076307906568,0.3318376560488887,0.30890727043151855,-0.30239490752001563,1,1,0,1,2,3,4,5,6,7,8,9,10,11
159,15,5.075173815233827,2.772588722239781,0.09433962264150944,11445.729559748428,5859.343216339359,1.5765463970758375,2.4811958332944064,2.3065961281111296,3.919184251020617,0.3847409464325406,0.9719988006718845,-0.0005144105657548526,0.7833005057412029,0.7106502814609705,-0.14557994837914046,-0.9309296115707453,0.7098157211343197,-0.6913009196868882,-0.14557994837914046,-0.03766271224633755,-4.859498766445447,-8.855206351333923,-8.855206351337978,0.00022809011862479078,0.7692437739806263,0.07265022428023238,1,1,1,8,1,9,2,11,10,4,5,6,3,7
=======
n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,simple_rule_r2,LGBMRegressor_1pct_r2,XGBRegressor_1pct_r2,RandomForestRegressor_1pct_r2,DecisionTreeRegressor_1pct_r2,HistGradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_1pct_r2,MLPRegressor_1pct_r2,BayesianRidge_1pct_r2,LinearRegression_1pct_r2,SVR_1pct_r2,TabPFNRegressor_1pct_r2,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,LinearRegression_rank,TabPFNRegressor_rank,SVR_rank,RandomForestRegressor_rank,MLPRegressor_rank,HistGradientBoostingRegressor_rank,XGBRegressor_rank,LGBMRegressor_rank,GradientBoostingRegressor_rank,DecisionTreeRegressor_rank
303,13,5.717027701406222,2.6390573296152584,0.0429042904290429,0.9372937293729373,1.2265067259116655,1.0532483070030871,-0.15621171477513585,1.0008059009776828,-0.3550732106568475,0.1558857102232555,0.5775368167291411,-0.00048116152600097273,0.217393691676119,0.5197885991961342,-0.2071488673139159,-0.18283414840698242,-0.03728809061488669,-0.2074433656957928,-0.2071488673139159,-0.20789749824764336,0.10399371265677593,-0.03689155155959378,-0.036895149000028216,-0.14312426225143393,-0.11293947696685791,-0.3023949075200152,1,1,0,1,2,3,4,5,6,7,8,9,10,11
159,15,5.075173815233827,2.772588722239781,0.09433962264150944,11445.729559748428,5859.343216339359,1.5765463970758375,2.4811958332944064,0.9797714932966998,0.08812926142457389,0.3847409464325405,0.9719988006718844,-0.0005144105657548526,0.7833005057412029,0.7106502814609695,-0.007320584801006058,0.38311601528658956,0.5944898874080503,0.14843800433304855,-0.007320584801006058,0.5774042646735116,-4.557998546817087,0.35832811973207457,-2.528113575360208,-0.0006860853571943881,0.6821381896524752,0.07265022428023338,1,1,1,8,9,1,10,2,11,6,4,5,3,7
418,18,6.037870919922137,2.9444389791664403,0.0430622009569378,1917.7822966507176,1103.350821967931,0.47090441693552926,-0.4907107143713749,1.6682661384960353,2.4329343824054686,0.15549372915160167,0.5520799215143224,-0.0018205746051336291,0.23486007548255106,0.4656095713295738,-0.0478173617183264,-0.1322283476864088,0.035800555950938784,-0.48243369625075805,-0.0478173617183264,-0.49243595123348394,-2.0828112284866678,-0.08716268540283467,-2.00185456308396,-0.08461063642804967,0.12933747453950495,-0.23074949584702276,1,1,0,2,1,3,9,5,11,6,8,7,4,10
189,9,5.247024072160486,2.302585092994046,0.047619047619047616,2944.6560846560847,727.091228257506,-0.2084992549065063,-0.11085672904511235,1.3257569187468488,0.04794321943229152,0.11544392384635144,0.3390307448602244,-0.019245099599725535,0.6041339659976623,0.5807210700917913,-0.018699829216453967,0.26388743979516305,0.60085696381161,0.07288104111322213,-0.018699829216453967,0.24695539998412874,-17.974027855063248,-0.37724292163627404,-32.90201597322204,-0.00809894719251747,0.5992920564332406,0.023412895905871034,1,1,0,5,6,3,10,4,11,1,8,2,7,9
303,13,5.717027701406222,2.6390573296152584,0.0429042904290429,246.69306930693068,51.6914064726489,1.1298741026270545,4.398208250636747,1.35567956005084,0.4264826484930473,0.19320579775948443,0.5775368167291411,-0.0018767357302618137,0.026118072590234465,0.1144924649949628,-0.09170755886291682,-0.12850146007012309,-0.05005108093686905,-0.6771321596456348,-0.09170755886291682,-0.255398907823434,-7.4224507023110515,-0.09170162361731937,-0.6795848496292076,-0.21464572064496212,-0.025892899991063922,-0.08837439240472833,1,1,0,2,1,6,8,3,11,7,9,5,4,10
195,10,5.278114659230517,2.3978952727983707,0.05128205128205128,558.7282051282051,417.6427905357903,1.051579050359629,0.33374127940926934,0.8760966405211125,-0.03615565770814344,0.07835152448654306,0.2696772166372467,-0.03327676193142337,0.5184418235687238,0.557693587640461,-0.0025222564926552504,0.2469806366215319,0.33728514294794976,-0.08655441378640827,-0.0025222564926552504,0.20467981115493616,-1.3771081967542438,-0.0025213560279129243,-22.80928224235487,-0.01547186913573162,0.1461193092958335,-0.03925176407173714,1,1,0,3,1,6,10,2,11,5,8,4,7,9
