n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,simple_rule_r2,LGBMRegressor_1pct_r2,XGBRegressor_1pct_r2,RandomForestRegressor_1pct_r2,DecisionTreeRegressor_1pct_r2,HistGradientBoostingRegressor_1pct_r2,GradientBoostingRegressor_1pct_r2,MLPRegressor_1pct_r2,BayesianRidge_1pct_r2,LinearRegression_1pct_r2,SVR_1pct_r2,TabPFNRegressor_1pct_r2,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,TabPFNRegressor_rank,RandomForestRegressor_rank,SVR_rank,XGBRegressor_rank,GradientBoostingRegressor_rank,HistGradientBoostingRegressor_rank,MLPRegressor_rank,LinearRegression_rank,LGBMRegressor_rank,DecisionTreeRegressor_rank
195,32,5.278114659,3.496507561,0.1641025641,0.6064953538,0.2466828488,-0.5872692162,-0.5667142274,2.521321846,7.569492496,1.35E-07,6.21E-07,-8.91E-08,0.04408670968,-0.1244789224,-0.2245095612,-0.453324329,-0.2523276513,-1.188946166,-0.2245095758,-0.6755814149,-9.787803104,-0.5891780529,-0.5893144573,-0.00190783543,-0.190212349,0.1685656321,1,1,0,3,1,4,2,8,5,7,11,9,6,10
10,1142,2.397895273,7.041411664,114.2,0.1499144,0.2963129072,2.2933847,3.816774984,19.72248411,485.7968555,0.3788423288,1,-0.4736104925,0.143858387,-0.4573954584,,,,,,,,,,,,0.6012538453,0,0,0,9,8,4,5,2,3,7,11,10,6,1
10,1142,2.397895273,7.041411664,114.2,0.1468017,0.2968328574,2.30017517,3.864650965,23.74334251,563.093142,0.4972833062,1,-0.3231502295,-0.4857015276,0.6486529966,,,,,,,,,,,,-1.134354524,0,0,0,2,9,6,7,3,4,8,11,1,10,5
34,1142,3.555348061,7.041411664,33.58823529,0.07026523529,0.2086303167,3.71421815,12.4129613,22.60028421,522.8566307,0.2319893281,1,-114.3285373,-414.6241428,-239479.6762,,,,,,,,,,,,239065.052,0,0,0,9,6,7,8,1,3,5,11,10,4,2
15,9,2.772588722,2.302585093,0.6,0.5698392667,0.2791485391,-0.2625021684,-0.6811852834,1.343112266,0.8625122348,0.4071376783,0.9343225797,-0.006398603066,0.2418198056,0.7853744212,,,,,,,,,,,,-0.5435546156,1,0,1,4,1,3,5,8,7,10,9,2,11,6
15,9,2.772588722,2.302585093,0.6,0.3274316,0.2392298313,1.26593244,1.614418032,1.343112266,0.8625122348,0.4071376783,0.9343225797,-0.09285661281,-0.05733510994,-1.368644119,,,,,,,,,,,,1.311309009,1,0,0,10,5,4,7,1,2,9,6,11,8,3
14,50,2.708050201,3.931825633,3.571428571,0.6159828571,0.307630204,-0.6942058143,-0.7792825158,1.18513085,1.899908048,0.4732597619,1,-0.0004607061816,-0.3279446837,0.7575888522,,,,,,,,,,,,-1.085533536,1,0,1,3,1,6,7,2,5,10,11,4,9,8
30,40,3.433987204,3.713572067,1.333333333,14.96026667,0.9999841977,0.4856808185,-0.3781217934,-0.7162929363,-0.5980982546,0.3151329537,0.7760445391,-0.03054798523,-0.1493038625,-0.6094749879,,,,,,,,,,,,0.4601711254,1,0,0,2,4,1,3,9,5,8,11,10,7,6
60,10,4.110873864,2.397895273,0.1666666667,2.45,1.442509388,1.315872053,2.220613635,0.5102431877,-1.204362817,0.1760034029,0.9118569097,-0.03193499622,0.1044817006,0.3538417781,,,,,,,,,,,,-0.2493600775,1,0,0,4,8,5,9,10,2,7,1,3,6,11
6574,14,8.791029857,2.708050201,0.00212960146,15.59946152,6.697347191,0.5119998743,0.06200670225,3.253931754,8.777547444,0.4874033964,0.9046300112,-0.00393516502,0.4429277407,0.7671482671,0.5443148031,0.4470913709,0.5276851331,0.190250331,0.5408933645,0.482700196,0.5291705593,0.6806550924,0.5115152025,0.379857251,0.661363437,-0.3242205264,0,1,1,10,1,7,6,8,5,4,2,9,3,11
240,124,5.484796933,4.828313737,0.5166666667,18.50208333,14.33255187,0.9972191127,0.06144509621,-1.473500217,0.4914023876,0.7856695311,0.999995665,-0.0004204840366,0.7394246569,0.9599647894,-0.100258676,0.6476890206,0.6419595246,0.1169114651,-0.1002586623,0.6666286598,-0.08618743406,0.8508113364,0.8508113469,-0.1722926359,0.9536386377,-0.2205401325,0,1,1,2,1,5,11,4,3,6,10,9,7,8
159,9,5.075173815,2.302585093,0.05660377358,0.3396226415,0.7509339148,2.649962396,7.550967376,0.8987785498,-0.5638854166,0.1393572081,0.3703031243,-0.01280171472,0.06293325919,0.05204758068,-0.01430656934,-0.6414107084,0.1219284672,-0.9708029197,-0.01430656934,-0.9707079985,-1.388388217,-0.2117290185,-3.483276258,-0.08537801858,0.1851729751,0.01088567851,1,1,0,5,1,3,9,7,4,8,10,2,6,11
62,9,4.143134726,2.302585093,0.1451612903,2.612903226,1.429581923,0.3684569347,-1.223521348,1.36496059,1.157548936,0.4037474963,0.9341638423,-0.05459205596,0.3938264768,-0.883309093,,,,,,,,,,,,1.27713557,1,0,0,10,1,3,5,2,4,7,11,9,8,6
315,13,5.755742214,2.63905733,0.04126984127,602.7904762,208.5636302,1.307690042,3.936554961,0.7778051037,1.202754829,0.1549142561,0.8718415043,-0.001701751454,-0.006788802731,0.03461566694,-0.006513072346,-1.245395422,-0.4911495996,-0.9878260902,-0.006513072346,-0.8871377565,-5.871131778,-1.482538577,-6.975679544,-0.01953541378,-0.5245562792,-0.04140446967,1,1,0,3,2,4,5,9,7,6,11,1,8,10
1945,18,7.573531263,2.944438979,0.009254498715,0.8210796915,0.9446740798,0.3627577041,-1.780935818,3.878881371,13.05060216,0.1292984484,0.4777482408,-0.0003722993342,0.2656213581,0.6387932515,-0.0654597445,-0.06449377537,0.2284860141,-0.1482500983,-0.0654597445,-0.1482185336,-542.425349,-1.059051198,-1.059090515,-0.7451630677,0.0153337121,-0.3731718934,0,1,0,9,1,6,11,2,5,3,10,8,4,7
120,19,4.795790546,2.995732274,0.1583333333,4.408333333,9.811978932,2.794590794,7.359120017,1.07537148,4.460483067,0.0937859798,0.5,-0.2259756681,-0.545384382,-0.29419148,,,,,,,,,,,,-0.251192902,1,1,0,2,3,4,1,5,8,11,6,9,10,7
418,19,6.03787092,2.995732274,0.04545454545,0.8301435407,0.9546413833,0.3441771304,-1.813973728,1.784390847,2.923673392,0.1509712899,0.5520799215,-0.009757725791,0.2271202045,0.5005664103,-0.01003979764,-1.200569868,-0.07805684992,-1.269274874,-0.01003979764,-1.269207691,-0.3037741744,-0.3133484873,-0.3133573227,-0.2397767562,-0.1004099846,-0.2734462058,1,1,0,7,1,6,10,4,2,5,8,9,3,11
67,14,4.219507705,2.708050201,0.2089552239,43341.20896,74272.70605,2.924889142,8.833217893,3.062548353,7.900227152,0.5636046912,0.9969344351,-0.1157996549,0.5898752282,1,,,,,,,,,,,,-0.4101247718,1,0,0,9,2,4,10,5,3,7,11,1,8,6
66,11,4.204692619,2.48490665,0.1666666667,430533.7576,1140475.928,4.857315615,24.82341664,1.023408628,-0.8299312822,0.6383243035,0.9672719249,-0.1318945983,0.2856983668,0.3609222253,,,,,,,,,,,,-0.07522385852,1,0,0,9,1,6,10,5,2,7,11,4,8,3
506,13,6.228511004,2.63905733,0.0256916996,22.53280632,9.188011545,1.104810823,1.468628772,1.967356765,3.02538993,0.3514511018,0.7692301132,-0.03469753992,0.4158767119,0.6884726255,-0.06215761634,0.4646234944,0.5393368578,0.369246338,-0.06215762516,0.6037911221,0.2662145433,-3.462354353,-3.462355063,0.003892635477,0.7077561212,-0.2725959136,1,1,0,9,1,4,10,3,2,5,11,8,6,7
534,10,6.282266747,2.397895273,0.01872659176,9.02406367,5.134282711,1.692514119,4.933935997,1.05896422,0.4704763287,0.102261193,0.9779612461,-0.005765300238,0.1831615293,0.3016670928,-0.2430507916,-0.2813134721,0.0268802851,-0.3316897777,-0.2430508075,-0.1669664584,-0.07347396708,-0.07408253992,-40.71691838,-0.1725829493,-0.1688619079,-0.1185055635,1,1,0,4,1,8,2,10,9,5,7,3,6,11
284,9,5.65248918,2.302585093,0.03169014085,25.57394366,14.52407511,0.04086905592,-1.225464196,2.118416208,3.085019753,0.5786729487,0.999094978,-0.001169281711,0.599476782,0.557867484,-0.1630413058,0.6707335114,0.7026834029,0.3971406284,-0.1630413058,0.6126107001,-3.828208682,-0.1630724235,-22.07592534,-0.2633706074,0.6810595989,0.04160929804,1,1,0,8,1,2,10,6,3,4,11,9,5,7
60,15,4.110873864,2.772588722,0.25,940.3584333,61.68571471,0.09594158635,0.05166494324,1.011135704,-0.06164206225,0.2599892519,0.9838399781,-0.005561904936,0.329478257,0.5331445564,,,,,,,,,,,,-0.2036662993,1,0,0,1,2,4,10,6,5,7,11,3,8,9
506,19,6.228511004,2.995732274,0.03754940711,12.65306324,7.134001637,0.9037707431,0.4765447557,-1.919449295,8.049323199,0.3110639203,0.9984758638,-0.01156939133,0.4815481791,0.74017475,-0.007274292776,0.03836406938,0.5382975841,-0.1437323524,-0.007274291507,0.3136727947,-31.53632244,0.4475728567,-4.478388265,-0.201388688,0.6277226003,-0.258626571,1,1,1,8,1,6,11,4,5,2,9,7,3,10
576,11,6.357842267,2.48490665,0.01909722222,15.07465278,0.8221013161,-0.04038412601,0.05470823543,0.689737588,-0.1875394521,0.04449842847,1,-0.001622699929,-0.003890489023,0.03656851746,-0.01488999741,-0.8538695027,-0.02275636434,-1.189958538,-0.01488999741,-0.7785719696,-24.45057274,-0.0569395829,-9.812814718,-0.1392486294,-0.059907655,-0.04045900649,1,1,0,9,7,1,6,5,4,3,11,8,2,10
13,13,2.63905733,2.63905733,1,25.12692308,15.74261653,0.4313465537,-1.329574163,0.4432324357,-0.5391177025,0.6058801113,0.9942618775,-0.3791769199,0.4249664559,0.9458229733,,,,,,,,,,,,-0.5208565174,1,0,1,4,3,2,11,6,1,10,8,5,9,7
8192,32,9.01103541,3.496507561,0.00390625,0.08362133081,0.121794167,1.966105966,3.75435253,1.089060442,0.9504052958,0.0122133634,0.4372114392,-8.79E-05,0.1849526792,0.5386372867,0.01620663335,-0.2098453077,0.04159200703,-0.4702642871,0.06258662829,-0.08795563114,-3.701658988,0.1049804584,-0.08465340495,0.01234019783,0.09316459013,-0.3536846076,0,1,0,5,1,7,9,8,4,3,10,6,2,11
252,14,5.533389489,2.708050201,0.05555555556,19.15079365,8.352119264,0.1454805138,-0.3509402584,1.958514128,4.058211153,0.5240776681,0.9408841249,-0.03761060045,0.6450791712,0.9879118943,-0.1876175742,0.7930817491,0.2866538358,-0.6949247465,-0.1876175615,0.483043367,0.3265685181,0.9498172365,0.9498172232,-0.06320547832,0.9694574367,-0.3428327231,1,1,1,4,1,6,10,5,7,8,11,3,9,2
8192,12,9.01103541,2.564949357,0.00146484375,83.96887207,18.40078131,-3.416123946,12.71668802,2.967237837,6.910090982,0.230519031,0.8810693839,-0.00723289435,0.7353680433,0.6886203697,0.2335571849,0.6191004515,0.8892927018,0.6651332721,0.2504143352,0.8946184623,-7.613353835,-1.933637459,-2.07833531,-0.03642030592,0.8687152267,0.04674767361,0,1,0,10,5,4,9,3,6,1,7,11,2,8
40768,10,10.61567727,2.397895273,0.0002452904239,14.40782857,4.99709155,0.001245358663,-0.4257249683,-0.3893121222,-0.9860529232,0.007216587907,0.04282513566,-4.77E-05,0.2676898888,0.7235877814,0.8740774501,0.7914663204,0.7577224873,0.4453936926,0.8722710902,0.8682300277,0.6594179711,0.7149184513,0.7141529113,0.7114860702,0.9511038662,-0.4558978926,0,0,1,9,11,7,4,5,6,3,1,10,2,8
528,21,6.270988432,3.091042453,0.03977272727,99.55250947,763.8917358,14.65205506,223.8367858,1.791759115,2.143002593,0.2290932873,0.8753055835,-0.2890124871,-5.686781973,-5.659619678,-0.066710249,-0.04862594012,-0.05590580788,-0.08055785737,-0.0667102495,-0.08136035965,-0.07630992579,-0.06551603206,-0.2140303099,-0.1041863665,-0.0401132157,-0.02716229449,0,1,0,4,1,9,2,5,10,7,3,6,8,11
316,11,5.758901774,2.48490665,0.03481012658,17.3806962,21.40898547,1.448777652,1.275046469,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.08775330189,0.218135765,0.2183578587,-0.009301366602,-1.463760504,0.03224470791,-1.490366549,-0.00930136581,-0.6743319895,-0.1623880041,-1.620504744,-3.185039617,-0.1181058594,-2.01147589,-0.000222093739,1,1,0,7,1,2,6,10,9,5,3,8,4,11
316,11,5.758901774,2.48490665,0.03481012658,7.25,10.84110351,2.339500119,6.781793944,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.003611921375,0.1324460476,0.2613534483,-0.07747403266,0.004712429021,0.1173019287,0.04310745411,-0.07747403414,0.08484040289,0.2258553882,-0.1647423997,-0.1647427035,-0.1816192691,0.1449303442,-0.1289074007,1,1,0,6,2,4,10,9,1,8,3,5,7,11
93,22,4.543294782,3.135494216,0.2365591398,19.50967742,9.607356775,1.508243104,3.183685705,1.019704271,0.0188715666,0.4418596146,0.9439357893,-0.04384245317,0.3793538726,0.7358910639,,,,,,,,,,,,-0.3565371913,1,0,1,3,4,1,10,2,6,8,9,5,7,11
316,11,5.758901774,2.48490665,0.03481012658,4.12056962,6.584724434,2.320690669,6.13654224,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.002395862959,0.07716889891,0.1491843988,-0.04672065299,-5.923386162,-0.2357982334,-4.977568709,-0.04672066118,-1.912218126,-0.3555311169,-0.04674841288,-13.54320028,-0.3789308788,0.07295780763,-0.07201549993,1,1,0,7,4,6,10,3,9,1,8,5,2,11
8192,21,9.01103541,3.091042453,0.002563476563,83.96887207,18.40078131,-3.416123946,12.71668802,3.284728646,9.709481761,0.2398021378,0.9393484703,-0.00723289435,0.7353680433,0.7118794529,0.2538297637,0.491459012,0.8523469259,0.8930192221,0.2732758015,0.9322362425,-13.0123883,0.3594213323,0.335027478,0.03036868887,0.8073818088,0.02348859039,0,1,1,10,6,5,9,3,4,2,7,11,1,8
22784,16,10.0338577,2.833213344,0.000702247191,50074.43978,52842.31588,3.754872829,20.32219916,3.068549056,8.378290399,0.1488004952,0.9934347065,-7.36E-06,0.1330359509,0.2600660805,0.3159315351,-1.453530494,-0.2256347802,-1.644614093,0.3201086809,-0.891240121,-0.8610312579,-0.003381540988,0.1784014264,-0.09806187011,0.4521181759,-0.1270301296,0,0,0,6,10,4,11,3,5,1,9,7,2,8
316,11,5.758901774,2.48490665,0.03481012658,1.465189873,2.781697124,4.414468423,31.74320396,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.0001787136645,-0.1470459488,-0.001758162397,-0.1416336572,-0.2919037988,0.03375990705,-0.537878372,-0.1416336554,-0.5103328282,-0.5790788672,-0.1408879824,-4.559901387,-0.4590417752,0.0796611783,-0.1452877864,1,1,0,2,1,8,5,10,9,6,4,3,7,11
316,11,5.758901774,2.48490665,0.03481012658,5.625949367,8.472484731,2.739105248,10.42785377,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.002408386121,0.02206814908,0.103737647,-0.04524775762,-0.4380268146,-0.06350837774,-0.4676564504,-0.04524776376,-0.3473125212,-0.09860813957,-0.1088554186,-0.2472266538,-0.403895159,-0.2192950809,-0.0816694979,1,1,0,7,2,4,10,5,9,3,6,8,1,11
316,11,5.758901774,2.48490665,0.03481012658,6.230063291,11.61383183,2.69166609,7.74701565,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.008360133296,0.0488015813,0.07626258714,-0.1948851203,-0.02295049835,-0.004740852485,0.0544089519,-0.1948851229,0.06701774887,-0.03508180939,-0.1948686528,-0.5210502987,-0.3388726466,-0.147297809,-0.02746100584,1,1,0,3,1,6,9,10,4,7,8,5,2,11
316,11,5.758901774,2.48490665,0.03481012658,2.177531646,5.029693625,4.148984757,18.69381288,2.59970613,5.1550116,0.2178926369,0.8696294471,-0.01681061123,0.001770889646,0.01863555522,-0.0005503808777,-1.491768141,-0.457726848,-1.643565191,-0.0005503806557,-1.648659953,-0.8086366007,-0.0002784338187,-14.67885433,-0.1753454576,-0.4491110515,-0.01686466557,1,1,0,7,8,4,9,10,1,2,5,6,3,11
250,100,5.525452939,4.615120517,0.4,4.05E-10,0.9979979964,-0.2582666829,0.1485745035,0.03950232089,-0.1716179631,0.05146599957,0.9258637012,-0.007892200961,0.1281980904,-0.2014087037,-0.04578644515,-0.28216036,-0.0281869223,-0.6481822185,-0.04578644429,-0.1707124397,-0.1627199679,-0.1585596253,-0.1585604967,-0.05916701454,-0.0465506726,0.3296067942,0,1,0,7,1,5,8,6,2,4,10,11,3,9
500,25,6.216606101,3.258096538,0.05,-6.39E-10,0.9989995003,-0.2006113575,0.0112408874,0.4919204266,0.248292949,0.05463275743,0.9197362673,-7.93E-05,0.154081514,0.2522281743,-0.001363612993,-0.019669103,0.1045700373,-0.07518366971,-0.001363613408,0.02591034102,-0.1420188634,-0.131011272,-0.1310134942,-0.002759145399,0.05983737356,-0.09814666028,0,1,0,10,1,6,8,5,4,2,11,9,3,7
500,25,6.216606101,3.258096538,0.05,-6.73E-10,0.9989994998,-0.3784588168,-0.3167837126,-0.1457172512,-0.5419964082,0.04021948024,0.8746545452,-0.02124035199,0.1143435371,0.2000538457,-0.1362649294,-0.3699702323,-0.1379778679,-1.497519798,-0.1362649439,-0.7053257535,-0.3271079863,-0.546697135,-0.5467004162,-0.05795244649,-0.1962225728,-0.08571030854,0,1,0,10,1,6,8,5,4,2,11,9,3,7
1000,50,6.908754779,3.931825633,0.05,-2.94E-10,0.9994998747,-0.4032602606,-0.4082367096,-0.1551584402,-0.1520551679,0.02673382778,0.8767450558,-3.93E-05,0.265669149,0.2314000026,-0.1346199363,0.06099899675,0.0105146942,-0.1794334321,-0.134619928,0.2065870668,-0.138123587,-0.3047220895,-0.3047232742,-0.08098229295,0.01726949248,0.03426914638,0,1,0,9,1,6,8,5,2,3,11,10,4,7
500,25,6.216606101,3.258096538,0.05,-2.02E-11,0.9989995011,-0.2810750888,-0.14370644,-0.06057764066,-0.8246025437,0.05530813087,0.9261375292,-0.004611029489,0.2471951425,0.2780458949,-0.01218044049,-0.476156891,-0.07386965872,-0.7580496108,-0.01218043975,-0.2447568675,-0.0811943763,-0.4033285615,-0.4033325349,0.03204625336,0.07118017243,-0.03085075243,0,1,0,9,1,6,8,4,5,3,11,10,2,7
100,10,4.615120517,2.397895273,0.1,-3.01E-09,0.994987437,-0.5440849471,0.06963136302,-0.4021387755,-0.6117815251,0.1887560207,0.9249664112,-0.003710231712,0.1444053298,0.2529437093,,,,,,,,,,,,-0.1085383795,1,1,0,10,1,4,11,2,3,8,7,6,9,5
1000,25,6.908754779,3.258096538,0.025,4.92E-10,0.9994998733,-0.156253716,0.0794916673,0.4378518539,-0.5301378882,0.04046091646,0.9249392534,-0.02556042615,0.1413019589,0.2936709585,-1.31E-05,-0.6845637899,0.01097632176,-0.8639443676,-1.31E-05,-0.2237061341,-0.135837153,-0.1883572703,-0.1883596395,-0.01424259358,-0.1385146629,-0.1523689996,0,1,0,11,1,6,8,5,4,2,9,10,3,7
100,50,4.615120517,3.931825633,0.5,-1.47E-09,0.9949874406,-0.8216634703,0.1012500012,0.04187813259,-0.4912258235,0.08131561452,0.9143868919,-0.002625551795,0.345216342,-2.548767728,,,,,,,,,,,,2.89398407,1,1,0,8,1,6,9,3,2,4,10,11,5,7
1000,100,6.908754779,4.615120517,0.1,2.35E-10,0.9994998741,-0.09409136916,0.1924455104,0.301417696,-0.1104199098,0.02636625178,0.93391179,-0.001205370363,0.1134617844,0.1834719468,-0.09004675651,-0.7534211267,-0.09883609245,-0.5217145539,-0.09004676395,-0.2221795687,-0.2009132163,-0.1133401479,-0.1133405163,-0.05428326432,-0.1796897426,-0.07001016242,0,1,0,9,1,6,10,5,3,4,11,8,2,7
1000,25,6.908754779,3.258096538,0.025,-7.04E-10,0.999499877,-0.4707351512,-0.7136049853,0.6572665123,0.5891673124,0.03487671653,0.8830076822,-0.001134478698,0.448057668,0.2742397382,-0.01351377221,-0.4461580846,-0.1361992644,-0.3087301796,-0.01351377206,-0.5966218945,-0.03401259902,-0.2178536616,-0.2178554451,0.02796503881,-0.1707057767,0.1738179298,0,1,0,9,1,6,8,5,2,3,11,10,4,7
1000,50,6.908754779,3.931825633,0.05,3.98E-10,0.999499875,0.06228774241,-0.4445640582,-0.2620792014,-0.3404697815,0.02507596779,0.1017507816,-0.0001768181025,0.1704265514,0.6271194515,-0.009600381276,0.2470905301,0.0174997226,-0.9822706259,-0.009600380902,-0.9955463432,0.1128314241,0.1531508478,0.153150564,0.02171262596,-0.155058993,-0.4566929001,0,1,0,8,1,6,7,5,2,3,10,9,4,11
100,10,4.615120517,2.397895273,0.1,1.80E-10,0.9949874368,-0.083314502,-0.8433527701,0.4915201089,-1.056560859,0.1004772157,0.8528260801,-0.04766927944,0.3628432208,0.3871148294,,,,,,,,,,,,-0.02427160869,1,1,0,8,1,3,7,4,2,5,10,9,6,11
1000,25,6.908754779,3.258096538,0.025,3.43E-10,0.9994998759,-0.1075051974,0.2603728781,0.2498672198,-0.8228188454,0.04812379204,0.9285742778,-0.01514781395,0.1524729615,0.2347618038,-0.4696282808,-1.32860154,-0.5917956017,-1.845646266,-0.4696282953,-1.219416899,-0.3576869774,-0.9062349144,-0.906239673,-0.186149416,-0.6001269253,-0.0822888423,0,1,0,11,1,6,9,5,4,2,8,10,3,7
1000,10,6.908754779,2.397895273,0.01,3.03E-10,0.9994998747,-0.4258024003,-0.5484406863,-0.1057338374,-0.677491594,0.05404309502,0.8777773868,-0.008875646894,0.2703069345,0.2546188988,-0.02142994728,-0.00403266739,0.04004539478,-0.6371994522,-0.02142994979,-0.1530255425,0.03642664113,-0.7843874853,-0.7844276168,0.02351329371,0.1095033527,0.01568803571,0,1,0,10,1,6,9,5,4,2,7,11,3,8
1000,10,6.908754779,2.397895273,0.01,-5.02E-11,0.9994998753,-0.0539492206,-0.5127472744,0.3337902261,-0.8010116945,0.02045190269,0.06720840354,-0.007375717407,0.192614904,0.7274522388,-0.01699711247,-0.3652683566,0.05178980939,-0.6736361099,-0.01699711148,-0.1096869044,0.1424896911,0.01446621612,-54.8626324,0.1138874844,0.1594537948,-0.5348373348,0,1,1,10,1,8,6,7,4,5,2,9,3,11
1000,25,6.908754779,3.258096538,0.025,-3.51E-10,0.999499874,0.04754521208,-0.551061809,-0.2178180239,-0.530877147,0.02606050313,0.1109472664,-0.00143245659,0.3022359904,0.7073828114,-0.0003018198264,0.05651241796,0.02919007597,-0.4801161367,-0.0003018197173,-0.3121159398,-0.01725619245,-0.01805995172,-0.01806260197,0.03692917813,0.04399843363,-0.405146821,0,1,1,10,1,6,8,5,2,4,7,9,3,11
100,50,4.615120517,3.931825633,0.5,-7.32E-10,0.9949874408,0.01958336155,-0.6267501836,-0.05730081166,-0.5833839187,0.07922715401,0.3752046687,-0.02914291823,0.2148021099,-0.1578019066,,,,,,,,,,,,0.3726040165,1,1,0,5,1,6,10,4,2,3,8,11,7,9
250,10,5.525452939,2.397895273,0.04,5.53E-10,0.9979979932,0.04650725603,0.2374331631,0.03858510555,-1.571401711,0.1648979789,0.9281530538,-0.03911358248,0.05238006204,0.1986059511,-0.04217834761,-0.637385984,-0.09633313329,-1.334349149,-0.04217835216,-0.911500181,-0.7976906739,-0.04210198448,-6.304208985,-0.02999047651,-0.02124911901,-0.146225889,1,1,0,11,1,6,8,2,4,3,9,10,5,7
250,50,5.525452939,3.931825633,0.2,-1.13E-09,0.9979979953,0.1030378653,-0.2904098076,-0.9239784117,2.590329613,0.04922890393,0.212099518,-0.01307410971,0.3070700986,0.6991622666,-0.0001966797955,-0.8097319091,-0.03552929602,-0.7728572183,-0.0001966800005,-0.5172267558,-0.01256810026,0.01557913434,0.01557853685,0.0465205582,0.1030576347,-0.392092168,0,1,0,7,1,5,9,6,4,3,10,8,2,11
500,10,6.216606101,2.397895273,0.02,7.56E-11,0.9989995007,-0.2707521756,0.04947262792,0.2600347889,-0.09457327939,0.1831158096,0.9156339088,-4.28E-10,-0.07979508735,0.199137812,-0.02064471781,-0.3788780991,-0.1649821199,-0.5981652477,-0.02064471962,-0.3329975488,-1.529934194,-0.09480891202,-41.68755046,0.0605700998,-0.2700404012,-0.2789328993,1,1,0,10,1,6,9,5,3,2,8,11,4,7
250,25,5.525452939,3.258096538,0.1,-6.32E-10,0.9979979957,-0.4908262315,-0.4830213288,-0.6998000105,1.119956647,0.0611440212,0.8859905924,-0.001127525293,0.2638867984,0.381372732,-0.3942380445,-1.211016073,-0.3114755856,-0.8802659443,-0.3942380436,-0.4141858055,-0.03788293626,-0.3938783991,-1.048353822,-0.6097728386,-0.2349671146,-0.1174859335,1,1,0,10,1,5,9,6,2,3,11,7,4,8
1000,10,6.908754779,2.397895273,0.01,7.31E-10,0.9994998732,-0.5435443961,-0.5312362847,-0.003783686986,-1.68852273,0.07470056551,0.8782381706,-0.01183368682,0.4088226528,0.3205310752,-0.004892302338,-0.4821705303,0.1873145653,-0.6974202773,-0.004892299783,-0.4473089371,-0.04163228562,-0.06120526879,-2.287747821,0.1257704064,0.2397626033,0.08829157759,0,1,0,11,1,6,9,5,4,2,7,10,3,8
1000,50,6.908754779,3.931825633,0.05,5.27E-10,0.999499875,-0.1647046885,0.3285199316,-0.3079892048,-0.1582270975,0.02997465901,0.9278814392,-0.01024548489,0.1566394972,0.2443230943,-0.01617219271,-0.4862338486,-0.1092313827,-1.741235978,-0.01617219148,-0.4824939632,-0.137677637,-0.621016296,-0.6210177897,0.01251917913,0.1169655746,-0.0876835971,0,1,0,10,1,6,9,5,4,2,11,8,3,7
1000,10,6.908754779,2.397895273,0.01,-4.01E-10,0.9994998757,-0.1649782036,0.2940551205,-0.08095245284,-1.149508517,0.1353916409,0.9312145652,-0.0002539567546,0.1742122284,0.2822788246,-0.04570071254,-0.1765902178,-0.04448259409,-0.7955408191,-0.04570070786,-0.2629432175,-0.7930673429,-1.613903748,-1.851787551,0.08847472512,-0.2358432909,-0.1080665962,0,1,0,11,1,6,9,4,5,2,7,10,3,8
500,100,6.216606101,4.615120517,0.2,-5.27E-10,0.9989995002,-0.2209646841,0.1391740092,0.0688050498,0.06908226751,0.03549369383,0.9317732536,-0.03889942182,0.06500830412,-0.0001107077916,-0.000480308282,-1.316914627,-0.007784743734,-1.663001217,-0.0004803084192,-1.214299321,-0.2510210026,-0.01376194137,-0.01376216897,0.01577307691,0.01714584881,0.06511901191,0,1,0,8,1,6,9,5,4,3,11,10,2,7
250,25,5.525452939,3.258096538,0.1,7.55E-10,0.9979979982,-0.2748144546,-0.4525375997,0.1943861474,-0.3320550752,0.05502571585,0.891456048,-0.01466317351,0.2713953282,0.05132821768,-0.2942445885,-0.1054778004,-0.2004398771,-1.082472008,-0.294244601,-0.08815559701,-0.4520880636,-0.5501945256,-0.5501962315,-0.3149171409,-0.2865225131,0.2200671105,1,1,0,8,1,6,9,4,2,5,11,10,3,7
250,10,5.525452939,2.397895273,0.04,2.33E-09,0.9979979965,0.1429717386,0.9769598001,0.327266199,-1.066838296,0.17596191,0.9275588088,-0.0001593892909,-0.01348345159,0.2742919674,-0.01243227999,-1.538911588,-0.4463779074,-2.918035754,-0.01243228103,-1.247503611,-1.882484257,-2.355086975,-9.908910512,-0.2255168055,-0.4364458939,-0.287775419,1,1,0,8,1,4,7,6,2,5,10,9,3,11
