n_samples,n_features,log_n_samples,log_n_features,feature_ratio,target_mean,target_std,target_skew,target_kurtosis,mean_feature_skew,mean_feature_kurtosis,mean_abs_corr,max_abs_corr,mean_predictor_r2,decision_stump_r2,stump_vs_mean_r2_ratio,simple_rule_r2,rule_vs_mean_r2_ratio,tree_advantage,tabpfn_suitable,svm_suitable,linear_favorable,BayesianRidge_rank,LinearRegression_rank,SVR_rank,RandomForestRegressor_rank,GradientBoostingRegressor_rank,LGBMRegressor_rank,HistGradientBoostingRegressor_rank,XGBRegressor_rank,DecisionTreeRegressor_rank,MLPRegressor_rank
48,4,3.8918202981106300,1.6094379124341000,0.08333333333333330,347.0625,281.3622669449770,0.904871338059984,-0.016140589306729200,1.1547005383792500,-0.6666666666666670,1.6272811992605E-17,4.48082650603961E-17,-0.001096652661486840,0.47079705990473400,4707970599.0473400,0.5864107449011260,5864107449.011260,-0.11561368499639200,1,0,0,2,3,9,1,4,7,8,5,6,10
92,5,4.532599493153260,1.791759469228060,0.05434782608695650,5.934782608695650,1.1209889638568500,-1.0753056433321100,0.831984188464364,0.012396406268367500,-0.6038653864850030,0.17754871989090900,0.5987723228954910,-0.00012500000000015300,0.26316137959781600,2631613795.9781600,0.552044804113691,5520448041.1369100,-0.288883424515875,1,0,0,1,2,3,6,7,4,5,8,9,10
140,3,4.948759890378170,1.3862943611198900,0.02142857142857140,37.285714285714300,20.321095904884400,0.2728371311967840,-0.9344514724271770,-0.5925990704616370,-1.5000000000000000,0.2974258974442020,0.4502503456739110,-0.026174937398480800,0.0641467805383652,641467805.383652,-0.007873357858514620,-78733578.58514620,0.07202013839687980,1,1,0,7,9,8,1,3,5,4,2,6,10
649,2,6.476972362889680,1.0986122886681100,0.0030816640986132500,4.3929121725731900,6.292658108041900,2.475085544744500,7.937456758056040,0.0,-2.0,,,-0.0039608603639314000,0.4366346027277430,4366346027.277430,0.40015825887320900,4001582588.7320900,0.036476343854533500,1,1,0,8,9,10,1,4,2,3,5,6,7
137,7,4.927253685157210,2.0794415416798400,0.051094890510948900,121.62773722627700,157.2396936986390,3.0922493919645400,12.554435052335000,1.272467751455140,0.602178506731192,0.09228318067296700,0.41762388293821400,-0.0025618362715651400,0.04406583288079720,440658328.8079720,0.18745788372017600,1874578837.2017600,-0.14339205083937900,1,1,0,2,1,6,5,7,3,4,9,10,8
60,10,4.110873864173310,2.3978952727983700,0.16666666666666700,2.45,1.4425093876066600,1.3158720530037900,2.2206136350404600,0.5102431876830850,-1.2043628165668400,0.17600340286594300,0.9118569097197190,-0.03193499622071030,0.10448170063554700,1044817006.3554700,0.35384177811950500,3538417781.1950500,-0.2493600774839580,1,0,0,5,2,8,4,3,6,7,9,10,1
468,3,6.150602768446280,1.3862943611198900,0.00641025641025641,9.099893162393160,5.293247289606600,0.62855031731132,-0.06680293714492970,0.7024974478725220,-1.5,0.33240714834419100,0.9972214450325710,-0.08057462386365870,0.3977825330033440,3977825330.0334400,-0.02005096204608510,-200509620.4608510,0.41783349504942900,1,1,0,10,9,7,1,5,4,3,2,6,8
159,9,5.075173815233830,2.302585092994050,0.05660377358490570,0.33962264150943400,0.750933914797449,2.6499623961048600,7.5509673757779900,0.8987785497978790,-0.5638854165752200,0.1393572081198670,0.3703031243368200,-0.012801714715307200,0.06293325918887390,629332591.8887390,0.05204758067805280,520475806.7805280,0.010885678510821100,1,1,0,4,2,8,1,3,5,7,6,9,10
315,13,5.755742213586910,2.6390573296152600,0.04126984126984130,602.7904761904760,208.5636302086370,1.3076900419642800,3.9365549614357300,0.7778051036715140,1.202754828907900,0.15491425608809900,0.8718415042733070,-0.001701751454408870,-0.006788802730575360,-67888027.3057536,0.0346156669373644,346156669.37364400,-0.04140446966793980,1,1,0,2,1,3,4,6,7,5,8,9,10
559,4,6.327936783729200,1.6094379124341000,0.007155635062611810,2.8336314847942800,21.194285173641000,9.283732187793990,90.51355595477800,0.8191419743791890,-0.9961392801169100,0.14922198431258300,0.4432034056160950,-0.007295772276478820,0.3157629568431420,3157629568.4314200,0.04410999680523660,441099968.0523660,0.27165296003790600,1,1,0,9,8,7,1,2,4,5,6,3,10
26,7,3.295836866004330,2.0794415416798400,0.2692307692307690,412099.3076923080,109433.56524280600,-0.2757908352516950,-0.7841513814119240,0.51775355023154,-0.9593492074736390,0.3468395007798140,0.9985796536866320,-0.5099648798164190,-0.49737449038927700,-4973744903.892770,-0.14448277334183300,-1444827733.4183300,-0.3528917170474440,1,0,0,5,2,3,1,4,6,7,8,9,10
1945,18,7.57353126274595,2.9444389791664400,0.009254498714652960,0.8210796915167100,0.9446740797982010,0.3627577040837730,-1.78093581779087,3.8788813714344500,13.05060216327310,0.12929844837107200,0.4777482408237040,-0.00037229933420190900,0.26562135808838200,2656213580.8838200,0.638793251538144,6387932515.38144,-0.373171893449762,0,1,0,7,6,10,3,8,1,5,2,4,9
163,5,5.099866427824200,1.791759469228060,0.03067484662576690,2.5092024539877300,3.9511869741920200,2.02672020394057,4.16950197046217,1.3847579087344800,0.08499570981596040,0.4793982892185470,0.8751677834939000,-0.0009582596357760040,0.3536051585889020,3536051585.889020,0.26761055431171100,2676105543.1171100,0.08599460427719150,1,1,0,8,6,7,3,9,2,1,4,10,5
120,19,4.795790545596740,2.995732273553990,0.15833333333333300,4.408333333333330,9.811978931671000,2.7945907941885300,7.35912001685414,1.075371480036490,4.460483066751150,0.09378597979789420,0.5,-0.2259756681144210,-0.5453843820264820,-5453843820.264820,-0.2941914800311600,-2941914800.311600,-0.2511929019953220,1,1,0,7,6,10,3,8,1,5,2,4,9
100,2,4.61512051684126,1.0986122886681100,0.02,5.56,3.947961499305690,0.10821947412035400,-1.863907537219980,0.0,-2.0,0.174165595143352,0.174165595143352,-0.0011170064227874500,0.9536457038795140,9536457038.795140,0.9516582216342790,9516582216.342790,0.0019874822452346000,1,1,1,8,7,9,6,5,1,2,3,4,10
418,19,6.037870919922140,2.995732273553990,0.045454545454545500,0.8301435406698560,0.9546413833391240,0.344177130352537,-1.8139737280082800,1.7843908471703600,2.9236733917897900,0.15097128992847000,0.5520799215143230,-0.009757725791328390,0.22712020447948,2271202044.7948,0.5005664103015520,5005664103.015520,-0.27344620582207200,1,1,0,6,7,8,5,1,2,4,3,10,9
132,3,4.890349128221750,1.3862943611198900,0.022727272727272700,84.21969696969700,72.10443965589070,1.5477209856948100,1.8889525428256200,0.3767182907588890,-1.5000000000000000,0.3567813541565830,0.6569585790145500,-0.046580652882256500,0.5017312955238910,5017312955.238910,0.62951448971752,6295144897.1752000,-0.12778319419362900,1,1,0,7,8,9,4,2,6,5,1,3,10
67,14,4.219507705176110,2.70805020110221,0.208955223880597,43341.20895522390,74272.70604756490,2.9248891423621600,8.833217892679820,3.0625483534034600,7.900227151508840,0.5636046911945340,0.9969344350865290,-0.11579965491919500,0.5898752282069010,5898752282.069010,1.0,10000000000.0,-0.41012477179309900,1,0,0,8,1,9,3,2,7,6,4,5,10
506,13,6.2285110035911800,2.6390573296152600,0.025691699604743100,22.532806324110700,9.188011545278200,1.104810822864640,1.4686287722747500,1.9673567652316600,3.025389930368730,0.3514511018123750,0.7692301132258280,-0.03469753992352410,0.415876711948333,4158767119.48333,0.688472625511931,6884726255.119310,-0.272595913563598,1,1,0,8,7,9,3,1,6,5,2,4,10
559,4,6.327936783729200,1.6094379124341000,0.007155635062611810,0.8640429338103760,6.237067803198770,9.856939544679350,101.58831869278900,0.8191419743791890,-0.9961392801169100,0.14922198431258300,0.4432034056160950,-0.008292752678203510,0.5484263080037200,5484263080.037200,0.07817746592650570,781774659.2650570,0.47024884207721500,1,1,0,9,7,8,1,2,5,4,6,3,10
534,10,6.282266746896010,2.3978952727983700,0.018726591760299600,9.024063670411990,5.13428271083192,1.6925141194308600,4.933935997057890,1.0589642200915300,0.4704763286917620,0.10226119298046400,0.9779612460682160,-0.00576530023835109,0.18316152930904600,1831615293.0904600,0.30166709279243400,3016670927.924340,-0.11850556348338700,1,1,0,3,2,1,7,8,5,4,9,10,6
100,3,4.61512051684126,1.3862943611198900,0.03,3659.03,9512.799232039960,4.061735313792940,17.158490019969500,0.29479962014482900,-1.5000000000000000,5.73203210094241E-17,9.37232319983385E-17,-0.025800364835897500,0.10032217578910100,1003221757.8910100,0.14502131390033300,1450213139.0033300,-0.044699138111231400,1,1,0,8,7,9,3,2,5,6,1,4,10
559,4,6.327936783729200,1.6094379124341000,0.007155635062611810,5.9087656529517,49.244931035026800,10.081824148185600,106.11784469860800,0.7771411708527750,-1.0419867112005600,0.14897167973104300,0.4432034056160950,-0.008528169640376500,0.30528243714309000,3052824371.4309000,0.07290465233410280,729046523.3410280,0.23237778480898700,1,1,0,8,7,10,1,2,5,4,6,3,9
1156,5,7.053585727193680,1.791759469228060,0.004325259515570940,18.21280276816610,40.98590599301630,4.429230601271720,24.983565714514800,0.384017766760409,-1.8219396393761900,0.07042627589677330,0.3121372664857910,-0.005162603921287980,0.4863880542685010,4863880542.685010,0.7588488457844850,7588488457.844850,-0.27246079151598400,0,1,0,5,6,10,3,2,9,8,1,7,4
506,19,6.2285110035911800,2.995732273553990,0.037549407114624500,12.653063241106700,7.134001636650490,0.9037707431346130,0.476544755729746,-1.9194492945361800,8.04932319933941,0.31106392030326800,0.9984758637837810,-0.011569391329542700,0.48154817905449600,4815481790.544960,0.7401747500296680,7401747500.296680,-0.25862657097517200,1,1,1,7,6,10,3,8,1,5,2,4,9
576,11,6.3578422665081,2.4849066497880000,0.019097222222222200,15.074652777777800,0.8221013160682650,-0.04038412601221920,0.05470823542821000,0.6897375879636070,-0.18753945208938400,0.04449842847007570,1.0,-0.0016226999292940900,-0.0038904890229851700,-38904890.22985170,0.03656851746288810,365685174.6288810,-0.040459006485873300,1,1,0,8,7,6,1,4,2,3,5,9,10
108,3,4.6913478822291400,1.3862943611198900,0.027777777777777800,28.88888888888890,6.468346479034620,0.5930679994274110,-0.19764706619867200,0.48733874603808800,-1.5000000000000000,0.3119056549086100,0.712525303194425,-0.003442340791738550,0.5091275410215440,5091275410.215440,0.4312854196792460,4312854196.792460,0.07784212134229880,1,1,0,7,6,9,3,4,1,2,5,8,10
76,6,4.343805421853680,1.9459101490553100,0.07894736842105260,1.1842105263157900,0.6846152649056460,0.8668494706648490,0.22039987928172700,0.8020477728367910,-0.16574823980196600,0.15648558128193900,0.29457643239982100,-0.00020519695998877400,0.044739523304417100,447395233.04417100,0.23389762223601200,2338976222.360120,-0.18915809893159500,1,0,0,7,8,6,1,2,10,9,4,3,5
450,3,6.111467339502680,1.3862943611198900,0.006666666666666670,830.7911111111110,3160.137343838240,4.99917119201903,25.62101761610390,-0.7071067811865470,-1.5000000000000000,1.01934839051643E-16,1.62880624343453E-16,-0.0005842652462548780,0.0529448499007914,529448499.007914,0.01870180046624460,187018004.66244600,0.03424304943454680,1,1,0,8,7,10,3,1,4,5,2,6,9
475,3,6.16541785423142,1.3862943611198900,0.00631578947368421,839.4568421052630,3111.521387179310,4.877689645785750,24.048015363228800,-0.7071067811865480,-1.5000000000000000,8.45502233571632E-17,1.59262491511336E-16,-0.029402364223484000,0.026467738956146400,264677389.561464,-0.014229283383569100,-142292833.835691,0.040697022339715500,1,1,0,8,7,10,2,4,5,6,1,3,9
475,3,6.16541785423142,1.3862943611198900,0.00631578947368421,838.9073684210530,3184.0107986871300,4.884568115208220,23.92386838716110,-0.7071067811865480,-1.5000000000000000,8.45502233571632E-17,1.59262491511336E-16,-0.022833019996219900,0.0387934770160272,387934770.160272,-0.006224542554386540,-62245425.54386540,0.045018019570413700,1,1,0,8,7,10,2,3,5,6,1,4,9
209,7,5.3471075307174700,2.0794415416798400,0.03349282296650720,99.33014354066990,154.38642594867000,4.273072105948180,22.513998391517700,2.0395182930515300,2.162898588622800,0.33977619745324100,0.7581573478037230,-0.05831960735005690,0.42188598197852900,4218859819.785290,0.807473585081029,8074735850.810290,-0.3855876031025000,1,1,0,7,6,10,3,8,1,5,2,4,9
528,21,6.270988431858300,3.091042453358320,0.03977272727272730,99.55250946969700,763.8917357918430,14.652055060367800,223.83678576900400,1.7917591148595800,2.143002592751960,0.22909328730910800,0.8753055834926830,-0.28901248710916400,-5.686781972616100,-56867819726.161000,-5.6596196781225400,-56596196781.2254,-0.027162294493562600,0,1,0,3,5,1,8,9,7,6,4,10,2
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,17.38069620253160,21.40898547360370,1.4487776523550500,1.275046468523820,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.0877533018931107,0.2181357649774750,2181357649.774750,0.21835785871650700,2183578587.1650700,-0.00022209373903203700,1,1,0,6,7,5,2,8,3,4,9,10,1
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,7.25,10.841103510088600,2.3395001190397200,6.781793943570660,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.00361192137492905,0.13244604758323600,1324460475.8323600,0.2613534482652740,2613534482.652740,-0.1289074006820380,1,1,0,5,3,9,1,2,6,7,8,10,4
93,22,4.543294782270000,3.1354942159291500,0.23655913978494600,19.50967741935480,9.607356774733460,1.508243103747760,3.1836857049269000,1.0197042714945700,0.018871566602932400,0.4418596145783160,0.9439357893445910,-0.04384245317473320,0.3793538725844600,3793538725.844600,0.7358910638784070,7358910638.784070,-0.35653719129394800,1,0,1,7,6,10,3,8,1,5,2,4,9
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,4.120569620253160,6.584724434482010,2.3206906686567800,6.136542240047120,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.0023958629591149800,0.07716889890851390,771688989.0851390,0.14918439883729800,1491843988.372980,-0.07201549992878380,1,1,0,6,5,9,4,8,2,1,3,10,7
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,1.4651898734177200,2.781697123699620,4.414468422753300,31.74320395790360,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.00017871366453903200,-0.14704594877302300,-1470459487.7302300,-0.0017581623970404100,-17581623.97040410,-0.14528778637598300,1,1,0,1,2,3,5,8,7,6,9,10,4
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,5.625949367088610,8.472484730964330,2.7391052482773500,10.42785376999580,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.0024083861211412500,0.022068149079311400,220681490.79311400,0.10373764697623000,1037376469.7623000,-0.08166949789691810,1,1,0,5,7,8,4,9,1,2,3,10,6
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,6.23006329113924,11.613831834042200,2.691666090415140,7.74701565040391,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.008360133296144930,0.04880158129628390,488015812.96283900,0.07626258713764070,762625871.3764070,-0.0274610058413568,1,1,0,2,3,8,7,4,1,5,9,10,6
316,11,5.75890177387728,2.4849066497880000,0.03481012658227850,2.17753164556962,5.029693624651440,4.14898475680588,18.693812875581200,2.5997061300158400,5.1550115999108100,0.21789263690211200,0.8696294470714280,-0.01681061122715160,0.00177088964592087,17708896.4592087,0.018635555216197900,186355552.16197900,-0.016864665570277000,1,1,0,7,6,8,5,1,3,2,9,10,4
34,8,3.5553480614894100,2.1972245773362200,0.23529411764705900,182.91176470588200,101.90028795406400,0.7397086200970830,0.7859957184426620,2.164579777520490,2.8773907458820700,0.24173186699262400,0.7591602482199270,-0.2908235815744410,-0.8618767156144230,-8618767156.144230,-0.11526947860409000,-1152694786.0409000,-0.7466072370103330,1,0,0,4,2,1,3,7,5,6,9,8,10
147,6,4.997212273764120,1.9459101490553100,0.04081632653061220,15.680272108843500,9.605119379440510,0.2615774989726370,0.23967672508177000,1.5895695651934500,0.7850260123016040,0.1766735270288640,0.3936770868650070,-0.06383158146721500,0.3853953663387630,3853953663.3876300,0.3671075215927720,3671075215.927720,0.01828784474599100,1,1,0,1,2,5,6,8,3,4,10,9,7
70,7,4.2626798770413200,2.0794415416798400,0.1,60.60871428571430,10.964426624501700,-0.28050918913454200,-0.34549618175052200,0.4444624816913990,-1.3987045249768500,0.19305456649595100,0.8728963188232440,-0.045834975074938900,0.1270806173788710,1270806173.788710,0.47091901806099900,4709190180.609990,-0.34383840068212800,1,0,0,2,1,8,3,6,4,5,7,9,10
264,2,5.579729825986220,1.0986122886681100,0.007575757575757580,115088.53787878800,86198.87210358600,0.877151537732526,-0.2424491894879220,0.0,-2.0,5.37630848605336E-16,5.37630848605336E-16,-0.002529417991000480,0.3245246328169310,3245246328.1693100,0.3941122981008520,3941122981.008520,-0.0695876652839208,1,1,0,7,8,9,3,1,6,5,2,4,10
8641,4,9.064389316491880,1.6094379124341000,0.0004629093854877910,16.86332600393470,12.384738060905700,0.3289914435145590,-1.3302144002740100,-0.916910711631591,-0.8026694288521120,0.08662662285190630,0.35599136277986300,-9.47627229532788E-05,0.45135833415957500,4513583341.595750,0.8336239338032100,8336239338.032100,-0.3822655996436350,0,1,1,9,10,8,2,7,5,4,3,1,6
46,3,3.8501476017100600,1.3862943611198900,0.06521739130434780,17270.195652173900,4665.082079615140,0.5018541728891270,-0.8295234595095830,-0.6845623304058860,-1.5,0.14652987065580100,0.19668422297643100,-0.008703835487244410,0.36165883415858300,3616588341.5858300,0.8874028898086540,8874028898.08654,-0.5257440556500710,1,0,1,5,6,9,1,2,7,8,3,4,10
42,9,3.7612001156935600,2.302585092994050,0.21428571428571400,89.83571428571430,46.82843469430050,0.9266135988241730,1.1961496852548700,2.461494795442630,4.086778324430430,0.3576436595328130,0.889598514595873,-0.017781859029626800,0.07701145321964610,770114532.1964610,0.2061162694643250,2061162694.6432400,-0.1291048162446780,1,0,0,7,6,10,3,8,1,5,2,4,9
526,5,6.267200548541360,1.791759469228060,0.009505703422053230,89.99619771863120,0.8226734627460540,0.007036604502708520,-1.5224068659319400,1.4999352268092000,0.2499137421756830,0.051903849132085000,0.1777010530715830,-0.0033132025224977800,0.0182928656303889,182928656.30388900,-0.014435051980997700,-144350519.80997700,0.0327279176113866,1,1,0,7,6,10,3,8,1,5,2,4,9
93,6,4.543294782270000,1.9459101490553100,0.06451612903225810,100.9274193548390,90.45670101729150,1.1460834208009500,0.6288147436251240,-0.12050831560341500,-1.7408972456624500,0.22976738598812600,0.5506352417132220,-0.022903642107460000,0.43469397797383500,4346939779.738350,0.7541322718043910,7541322718.043910,-0.31943829383055500,1,0,1,7,6,10,3,8,1,5,2,4,9
60,16,4.110873864173310,2.833213344056220,0.26666666666666700,406.4133333333330,651.4679525161280,2.6140842135628800,6.6306366295796500,0.4609641858259080,-1.0320630079147300,0.1914612928287140,0.6593341107371140,-0.04459797453509220,0.4442477186110020,4442477186.110020,0.8747157583055650,8747157583.055650,-0.43046803969456300,1,0,0,7,6,10,3,8,1,5,2,4,9
31,30,3.4657359027997300,3.4339872044851500,0.967741935483871,445.2258064516130,502.60756895045400,1.6513982370674300,1.9219849412644400,-0.4122642830130620,0.29913119413788100,0.1765095694259150,0.7802239562510460,-0.041172968232148700,0.386279210918682,3862792109.18682,0.608874268626453,6088742686.26453,-0.222595057707771,1,0,0,7,6,10,3,8,1,5,2,4,9
